exp;success;longest_path;time
pyramid_range3_3d_agents150_17;1;521;12.28
pyramid_range3_3d_agents150_16;1;534;15.97
pyramid_range3_3d_agents150_9;1;833;15.02
pyramid_range3_3d_agents150_6;1;734;20.78
pyramid_range3_3d_agents150_5;1;582;16.65
pyramid_range3_3d_agents150_14;1;111;2.18
pyramid_range3_3d_agents150_3;1;578;20.98
pyramid_range3_3d_agents150_11;1;794;18.2
pyramid_range3_3d_agents150_13;1;364;7.69
pyramid_range3_3d_agents150_10;1;324;11.85
pyramid_range3_3d_agents150_4;1;292;4.83
pyramid_range3_3d_agents150_18;1;420;13.16
pyramid_range3_3d_agents150_19;1;593;17.38
pyramid_range3_3d_agents150_0;1;428;10.31
pyramid_range3_3d_agents150_7;1;670;18.33
pyramid_range3_3d_agents150_8;1;456;12.17
pyramid_range3_3d_agents150_15;1;514;31.15
pyramid_range3_3d_agents150_12;1;530;10.41
pyramid_range3_3d_agents150_2;1;445;15.18
pyramid_range3_3d_agents150_1;1;275;6.43
