exp;success;longest_path;time
parallel_range4_agents30_8;1;449;2.0
parallel_range4_agents30_3;1;495;0.68
parallel_range4_agents30_5;1;398;0.41
parallel_range4_agents30_6;1;1148;1.89
parallel_range4_agents30_0;1;86;0.16
parallel_range4_agents30_11;1;219;0.37
parallel_range4_agents30_13;1;109;0.21
parallel_range4_agents30_7;1;456;0.96
parallel_range4_agents30_1;1;95;0.14
parallel_range4_agents30_2;1;1882;12.22
parallel_range4_agents30_4;1;3632;48.69
parallel_range4_agents30_9;1;85;0.14
parallel_range4_agents30_12;1;209;0.23
parallel_range4_agents30_17;1;118;0.16
parallel_range4_agents30_19;1;105;0.19
parallel_range4_agents30_15;1;1607;9.41
parallel_range4_agents30_18;1;3445;22.27
parallel_range4_agents30_14;1;112;0.11
parallel_range4_agents30_10;1;76;0.14
parallel_range4_agents30_16;1;835;11.06
