exp;success;longest_path;time
pyramid_range3_3d_agents10_19;1;51;0.06
pyramid_range3_3d_agents10_17;1;16;0.03
pyramid_range3_3d_agents10_4;1;204;0.13
pyramid_range3_3d_agents10_3;1;17;0.03
pyramid_range3_3d_agents10_8;1;104;0.05
pyramid_range3_3d_agents10_9;1;45;0.04
pyramid_range3_3d_agents10_14;1;109;0.15
pyramid_range3_3d_agents10_13;1;212;0.15
pyramid_range3_3d_agents10_5;1;12;0.04
pyramid_range3_3d_agents10_2;1;82;0.05
pyramid_range3_3d_agents10_11;1;180;0.04
pyramid_range3_3d_agents10_15;1;100;0.09
pyramid_range3_3d_agents10_18;1;295;0.09
pyramid_range3_3d_agents10_12;1;234;0.1
pyramid_range3_3d_agents10_6;1;30;0.04
pyramid_range3_3d_agents10_7;1;44;0.05
pyramid_range3_3d_agents10_10;1;66;0.07
pyramid_range3_3d_agents10_0;1;108;0.06
pyramid_range3_3d_agents10_16;1;50;0.06
pyramid_range3_3d_agents10_1;1;90;0.09
