exp;success;longest_path;time
pyramid_range3_3d_agents40_4;1;569;1.13
pyramid_range3_3d_agents40_0;1;159;0.78
pyramid_range3_3d_agents40_11;1;408;0.84
pyramid_range3_3d_agents40_9;1;181;0.56
pyramid_range3_3d_agents40_19;1;223;0.84
pyramid_range3_3d_agents40_5;1;599;1.01
pyramid_range3_3d_agents40_14;1;192;0.89
pyramid_range3_3d_agents40_7;1;115;0.42
pyramid_range3_3d_agents40_16;1;56;0.83
pyramid_range3_3d_agents40_3;1;318;1.34
pyramid_range3_3d_agents40_8;1;279;0.92
pyramid_range3_3d_agents40_18;1;136;0.29
pyramid_range3_3d_agents40_1;1;745;2.12
pyramid_range3_3d_agents40_2;1;215;1.56
pyramid_range3_3d_agents40_17;1;450;1.1
pyramid_range3_3d_agents40_10;1;294;1.32
pyramid_range3_3d_agents40_12;1;126;0.77
pyramid_range3_3d_agents40_6;1;117;0.38
pyramid_range3_3d_agents40_15;1;484;1.57
pyramid_range3_3d_agents40_13;1;93;0.44
