exp;success;longest_path;time
pyramid_range3_3d_agents250_16;1;1085;52.8
pyramid_range3_3d_agents250_14;0;0;118.41
pyramid_range3_3d_agents250_2;1;1202;74.05
pyramid_range3_3d_agents250_0;0;0;118.32
pyramid_range3_3d_agents250_11;1;509;16.19
pyramid_range3_3d_agents250_8;1;851;97.86
pyramid_range3_3d_agents250_5;1;505;46.79
pyramid_range3_3d_agents250_6;1;553;25.62
pyramid_range3_3d_agents250_18;0;0;117.85
pyramid_range3_3d_agents250_13;1;468;89.64
pyramid_range3_3d_agents250_12;1;974;64.85
pyramid_range3_3d_agents250_19;1;426;53.4
pyramid_range3_3d_agents250_9;1;812;46.5
pyramid_range3_3d_agents250_10;1;644;62.57
pyramid_range3_3d_agents250_1;0;0;118.56
pyramid_range3_3d_agents250_3;1;626;36.21
pyramid_range3_3d_agents250_17;1;1326;67.11
pyramid_range3_3d_agents250_15;1;323;41.36
pyramid_range3_3d_agents250_4;1;767;39.86
pyramid_range3_3d_agents250_7;1;985;71.72
