exp;success;longest_path;time
small_obstacles_range3_3d_agents250_2;1;1909;72.7
small_obstacles_range3_3d_agents250_9;0;0;110.82
small_obstacles_range3_3d_agents250_18;1;282;54.56
small_obstacles_range3_3d_agents250_0;0;0;112.33
small_obstacles_range3_3d_agents250_8;0;0;109.72
small_obstacles_range3_3d_agents250_16;0;0;108.16
small_obstacles_range3_3d_agents250_1;0;0;110.29
small_obstacles_range3_3d_agents250_15;0;0;112.35
small_obstacles_range3_3d_agents250_11;0;0;110.88
small_obstacles_range3_3d_agents250_10;1;110;24.83
small_obstacles_range3_3d_agents250_12;0;0;112.5
small_obstacles_range3_3d_agents250_4;1;856;56.69
small_obstacles_range3_3d_agents250_17;0;0;111.89
small_obstacles_range3_3d_agents250_7;0;0;109.32
small_obstacles_range3_3d_agents250_6;0;0;111.67
small_obstacles_range3_3d_agents250_19;0;0;112.98
small_obstacles_range3_3d_agents250_13;0;0;111.26
small_obstacles_range3_3d_agents250_5;1;477;79.94
small_obstacles_range3_3d_agents250_3;0;0;112.21
small_obstacles_range3_3d_agents250_14;0;0;112.35
