exp;success;longest_path;time
offices_range1_agents80_7;1;977;7.56
offices_range1_agents80_13;1;738;6.35
offices_range1_agents80_6;1;873;7.95
offices_range1_agents80_5;1;599;5.93
offices_range1_agents80_1;1;1889;12.2
offices_range1_agents80_19;1;989;10.8
offices_range1_agents80_12;1;948;6.61
offices_range1_agents80_0;1;724;6.32
offices_range1_agents80_15;1;608;5.4
offices_range1_agents80_16;1;792;5.6
offices_range1_agents80_2;1;1544;10.1
offices_range1_agents80_14;1;295;2.41
offices_range1_agents80_8;1;584;7.2
offices_range1_agents80_18;1;1445;9.69
offices_range1_agents80_17;1;692;5.98
offices_range1_agents80_11;1;407;3.07
offices_range1_agents80_3;1;1421;11.65
offices_range1_agents80_10;1;995;5.87
offices_range1_agents80_9;1;879;8.31
offices_range1_agents80_4;1;387;2.55
