exp;success;longest_path;time
parallel_range4_agents200_19;0;0;116.64
parallel_range4_agents200_3;1;3319;90.21
parallel_range4_agents200_15;1;645;24.15
parallel_range4_agents200_17;0;0;115.48
parallel_range4_agents200_12;1;1299;65.75
parallel_range4_agents200_14;0;0;116.86
parallel_range4_agents200_6;1;1614;77.37
parallel_range4_agents200_11;1;2554;113.96
parallel_range4_agents200_9;0;0;117.48
parallel_range4_agents200_5;1;3477;116.06
parallel_range4_agents200_7;0;0;116.44
parallel_range4_agents200_10;0;0;117.46
parallel_range4_agents200_2;0;0;116.3
parallel_range4_agents200_4;0;0;115.98
parallel_range4_agents200_18;0;0;115.97
parallel_range4_agents200_8;1;1281;42.81
parallel_range4_agents200_1;0;0;116.76
parallel_range4_agents200_16;0;0;117.39
parallel_range4_agents200_0;0;0;117.6
parallel_range4_agents200_13;0;0;117.6
