exp;success;longest_path;time
small_obstacles_range3_3d_agents125_6;1;1241;38.32
small_obstacles_range3_3d_agents125_18;1;710;20.53
small_obstacles_range3_3d_agents125_12;1;1251;44.34
small_obstacles_range3_3d_agents125_13;0;0;108.94
small_obstacles_range3_3d_agents125_3;1;1046;25.93
small_obstacles_range3_3d_agents125_4;0;0;107.61
small_obstacles_range3_3d_agents125_15;1;226;9.97
small_obstacles_range3_3d_agents125_1;1;364;11.84
small_obstacles_range3_3d_agents125_14;0;0;109.39
small_obstacles_range3_3d_agents125_17;1;782;24.32
small_obstacles_range3_3d_agents125_11;0;0;110.7
small_obstacles_range3_3d_agents125_9;1;639;37.48
small_obstacles_range3_3d_agents125_0;1;705;28.0
small_obstacles_range3_3d_agents125_8;1;866;46.43
small_obstacles_range3_3d_agents125_10;1;580;24.35
small_obstacles_range3_3d_agents125_19;0;0;112.09
small_obstacles_range3_3d_agents125_7;1;3243;68.42
small_obstacles_range3_3d_agents125_5;1;422;25.78
small_obstacles_range3_3d_agents125_2;1;441;19.33
small_obstacles_range3_3d_agents125_16;1;639;24.88
