exp;success;longest_path;time
small_obstacles_range3_3d_agents175_18;0;0;109.04
small_obstacles_range3_3d_agents175_0;0;0;109.93
small_obstacles_range3_3d_agents175_13;0;0;110.62
small_obstacles_range3_3d_agents175_14;0;0;108.84
small_obstacles_range3_3d_agents175_16;1;882;30.78
small_obstacles_range3_3d_agents175_1;0;0;114.67
small_obstacles_range3_3d_agents175_17;1;993;105.76
small_obstacles_range3_3d_agents175_2;1;531;53.75
small_obstacles_range3_3d_agents175_15;1;883;67.77
small_obstacles_range3_3d_agents175_11;0;0;115.87
small_obstacles_range3_3d_agents175_9;1;509;39.01
small_obstacles_range3_3d_agents175_19;1;1441;99.64
small_obstacles_range3_3d_agents175_6;1;465;58.38
small_obstacles_range3_3d_agents175_4;0;0;109.62
small_obstacles_range3_3d_agents175_5;1;836;36.65
small_obstacles_range3_3d_agents175_10;0;0;109.86
small_obstacles_range3_3d_agents175_3;1;771;79.43
small_obstacles_range3_3d_agents175_7;0;0;109.32
small_obstacles_range3_3d_agents175_12;0;0;110.8
small_obstacles_range3_3d_agents175_8;1;463;43.66
