exp;success;longest_path;time
offices_range1_agents200_4;0;0;94.0
offices_range1_agents200_11;0;0;72.58
offices_range1_agents200_6;0;0;77.22
offices_range1_agents200_8;0;0;85.34
offices_range1_agents200_1;0;0;98.67
offices_range1_agents200_18;0;0;75.65
offices_range1_agents200_17;0;0;80.68
offices_range1_agents200_7;0;0;82.48
offices_range1_agents200_14;0;0;86.61
offices_range1_agents200_9;0;0;90.47
offices_range1_agents200_0;0;0;83.19
offices_range1_agents200_5;0;0;71.59
offices_range1_agents200_10;0;0;84.82
offices_range1_agents200_3;0;0;82.14
offices_range1_agents200_19;0;0;91.72
offices_range1_agents200_15;0;0;75.08
offices_range1_agents200_16;0;0;81.66
offices_range1_agents200_2;0;0;81.55
offices_range1_agents200_13;0;0;89.99
offices_range1_agents200_12;0;0;87.17
