exp;success;longest_path;time
offices_range1_agents275_10;0;0;70.08
offices_range1_agents275_4;0;0;77.62
offices_range1_agents275_7;0;0;85.93
offices_range1_agents275_5;0;0;75.68
offices_range1_agents275_6;0;0;78.19
offices_range1_agents275_8;0;0;76.17
offices_range1_agents275_16;0;0;76.77
offices_range1_agents275_13;0;0;75.51
offices_range1_agents275_3;0;0;79.57
offices_range1_agents275_12;0;0;88.75
offices_range1_agents275_19;0;0;77.87
offices_range1_agents275_0;0;0;85.81
offices_range1_agents275_9;0;0;82.32
offices_range1_agents275_14;0;0;82.64
offices_range1_agents275_1;0;0;78.59
offices_range1_agents275_15;0;0;80.32
offices_range1_agents275_17;0;0;77.68
offices_range1_agents275_11;0;0;72.69
offices_range1_agents275_2;0;0;79.46
offices_range1_agents275_18;0;0;76.48
