exp;success;longest_path;time
parallel_range4_agents50_13;1;863;4.64
parallel_range4_agents50_18;1;578;2.0
parallel_range4_agents50_0;1;1096;2.64
parallel_range4_agents50_16;1;353;1.49
parallel_range4_agents50_6;1;495;2.09
parallel_range4_agents50_17;1;1055;2.78
parallel_range4_agents50_10;1;166;0.44
parallel_range4_agents50_1;1;1862;14.47
parallel_range4_agents50_3;1;254;0.87
parallel_range4_agents50_7;1;388;1.23
parallel_range4_agents50_4;1;398;0.83
parallel_range4_agents50_19;1;494;2.14
parallel_range4_agents50_11;1;223;0.88
parallel_range4_agents50_12;1;785;3.63
parallel_range4_agents50_14;1;190;0.61
parallel_range4_agents50_2;1;346;0.94
parallel_range4_agents50_5;1;588;1.66
parallel_range4_agents50_15;1;2201;7.66
parallel_range4_agents50_9;1;517;2.54
parallel_range4_agents50_8;1;367;1.08
