exp;success;longest_path;time
small_obstacles_range3_3d_agents20_9;1;602;1.75
small_obstacles_range3_3d_agents20_6;1;80;0.74
small_obstacles_range3_3d_agents20_17;1;103;0.73
small_obstacles_range3_3d_agents20_13;1;309;1.22
small_obstacles_range3_3d_agents20_5;1;191;1.16
small_obstacles_range3_3d_agents20_14;1;366;1.11
small_obstacles_range3_3d_agents20_19;1;87;0.65
small_obstacles_range3_3d_agents20_18;1;316;1.77
small_obstacles_range3_3d_agents20_10;1;136;1.01
small_obstacles_range3_3d_agents20_1;1;499;1.04
small_obstacles_range3_3d_agents20_16;1;216;1.09
small_obstacles_range3_3d_agents20_15;1;454;1.49
small_obstacles_range3_3d_agents20_8;1;192;0.85
small_obstacles_range3_3d_agents20_0;1;280;1.72
small_obstacles_range3_3d_agents20_4;1;123;0.76
small_obstacles_range3_3d_agents20_2;1;332;1.33
small_obstacles_range3_3d_agents20_12;1;413;1.3
small_obstacles_range3_3d_agents20_7;1;247;0.84
small_obstacles_range3_3d_agents20_11;1;5111;13.57
small_obstacles_range3_3d_agents20_3;1;249;1.03
