id ; Experiment ; nb_agents ; cost
0 ; small_obstacles_range3_3d_agents ; 2 ; 15.0
1 ; small_obstacles_range3_3d_agents ; 10 ; 16.0
2 ; small_obstacles_range3_3d_agents ; 2 ; 21.0
3 ; small_obstacles_range3_3d_agents ; 2 ; 23.0
4 ; small_obstacles_range3_3d_agents ; 2 ; 29.0
5 ; small_obstacles_range3_3d_agents ; 2 ; 31.0
6 ; small_obstacles_range3_3d_agents ; 5 ; 34.0
7 ; small_obstacles_range3_3d_agents ; 2 ; 38.0
8 ; small_obstacles_range3_3d_agents ; 2 ; 39.0
9 ; small_obstacles_range3_3d_agents ; 5 ; 39.0
10 ; small_obstacles_range3_3d_agents ; 2 ; 40.0
11 ; small_obstacles_range3_3d_agents ; 2 ; 40.0
12 ; small_obstacles_range3_3d_agents ; 5 ; 40.0
13 ; small_obstacles_range3_3d_agents ; 5 ; 40.0
14 ; small_obstacles_range3_3d_agents ; 2 ; 42.0
15 ; small_obstacles_range3_3d_agents ; 5 ; 42.0
16 ; small_obstacles_range3_3d_agents ; 2 ; 44.0
17 ; small_obstacles_range3_3d_agents ; 5 ; 44.0
18 ; small_obstacles_range3_3d_agents ; 5 ; 46.0
19 ; small_obstacles_range3_3d_agents ; 10 ; 46.0
20 ; small_obstacles_range3_3d_agents ; 2 ; 51.0
21 ; small_obstacles_range3_3d_agents ; 2 ; 52.0
22 ; small_obstacles_range3_3d_agents ; 2 ; 53.0
23 ; small_obstacles_range3_3d_agents ; 10 ; 53.0
24 ; small_obstacles_range3_3d_agents ; 2 ; 56.0
25 ; small_obstacles_range3_3d_agents ; 2 ; 58.0
26 ; small_obstacles_range3_3d_agents ; 5 ; 59.0
27 ; small_obstacles_range3_3d_agents ; 2 ; 63.0
28 ; small_obstacles_range3_3d_agents ; 2 ; 65.0
29 ; small_obstacles_range3_3d_agents ; 5 ; 66.0
30 ; small_obstacles_range3_3d_agents ; 2 ; 70.0
31 ; small_obstacles_range3_3d_agents ; 10 ; 70.0
32 ; small_obstacles_range3_3d_agents ; 2 ; 71.0
33 ; small_obstacles_range3_3d_agents ; 5 ; 72.0
34 ; small_obstacles_range3_3d_agents ; 10 ; 72.0
35 ; small_obstacles_range3_3d_agents ; 10 ; 75.0
36 ; small_obstacles_range3_3d_agents ; 10 ; 78.0
37 ; small_obstacles_range3_3d_agents ; 20 ; 80.0
38 ; small_obstacles_range3_3d_agents ; 5 ; 81.0
39 ; small_obstacles_range3_3d_agents ; 5 ; 82.0
40 ; small_obstacles_range3_3d_agents ; 5 ; 87.0
41 ; small_obstacles_range3_3d_agents ; 20 ; 87.0
42 ; small_obstacles_range3_3d_agents ; 5 ; 89.0
43 ; small_obstacles_range3_3d_agents ; 15 ; 89.0
44 ; small_obstacles_range3_3d_agents ; 30 ; 100.0
45 ; small_obstacles_range3_3d_agents ; 15 ; 103.0
46 ; small_obstacles_range3_3d_agents ; 20 ; 103.0
47 ; small_obstacles_range3_3d_agents ; 15 ; 104.0
48 ; small_obstacles_range3_3d_agents ; 30 ; 104.0
49 ; small_obstacles_range3_3d_agents ; 10 ; 110.0
50 ; small_obstacles_range3_3d_agents ; 125 ; 114.0
51 ; small_obstacles_range3_3d_agents ; 5 ; 115.0
52 ; small_obstacles_range3_3d_agents ; 15 ; 116.0
53 ; small_obstacles_range3_3d_agents ; 5 ; 119.0
54 ; small_obstacles_range3_3d_agents ; 125 ; 120.0
55 ; small_obstacles_range3_3d_agents ; 40 ; 122.0
56 ; small_obstacles_range3_3d_agents ; 10 ; 123.0
57 ; small_obstacles_range3_3d_agents ; 20 ; 123.0
58 ; small_obstacles_range3_3d_agents ; 30 ; 123.0
59 ; small_obstacles_range3_3d_agents ; 15 ; 125.0
60 ; small_obstacles_range3_3d_agents ; 5 ; 130.0
61 ; small_obstacles_range3_3d_agents ; 5 ; 135.0
62 ; small_obstacles_range3_3d_agents ; 20 ; 136.0
63 ; small_obstacles_range3_3d_agents ; 10 ; 138.0
64 ; small_obstacles_range3_3d_agents ; 20 ; 138.0
65 ; small_obstacles_range3_3d_agents ; 30 ; 143.0
66 ; small_obstacles_range3_3d_agents ; 60 ; 149.0
67 ; small_obstacles_range3_3d_agents ; 15 ; 152.0
68 ; small_obstacles_range3_3d_agents ; 20 ; 154.0
69 ; small_obstacles_range3_3d_agents ; 5 ; 159.0
70 ; small_obstacles_range3_3d_agents ; 10 ; 160.0
71 ; small_obstacles_range3_3d_agents ; 10 ; 168.0
72 ; small_obstacles_range3_3d_agents ; 40 ; 169.0
73 ; small_obstacles_range3_3d_agents ; 15 ; 176.0
74 ; small_obstacles_range3_3d_agents ; 30 ; 180.0
75 ; small_obstacles_range3_3d_agents ; 60 ; 183.0
76 ; small_obstacles_range3_3d_agents ; 100 ; 183.0
77 ; small_obstacles_range3_3d_agents ; 80 ; 188.0
78 ; small_obstacles_range3_3d_agents ; 10 ; 190.0
79 ; small_obstacles_range3_3d_agents ; 10 ; 191.0
80 ; small_obstacles_range3_3d_agents ; 20 ; 191.0
81 ; small_obstacles_range3_3d_agents ; 20 ; 192.0
82 ; small_obstacles_range3_3d_agents ; 30 ; 194.0
83 ; small_obstacles_range3_3d_agents ; 250 ; 200.0
84 ; small_obstacles_range3_3d_agents ; 30 ; 209.0
85 ; small_obstacles_range3_3d_agents ; 30 ; 213.0
86 ; small_obstacles_range3_3d_agents ; 20 ; 216.0
87 ; small_obstacles_range3_3d_agents ; 15 ; 220.0
88 ; small_obstacles_range3_3d_agents ; 30 ; 220.0
89 ; small_obstacles_range3_3d_agents ; 10 ; 221.0
90 ; small_obstacles_range3_3d_agents ; 50 ; 221.0
91 ; small_obstacles_range3_3d_agents ; 225 ; 224.0
92 ; small_obstacles_range3_3d_agents ; 10 ; 225.0
93 ; small_obstacles_range3_3d_agents ; 80 ; 232.0
94 ; small_obstacles_range3_3d_agents ; 225 ; 233.0
95 ; small_obstacles_range3_3d_agents ; 5 ; 236.0
96 ; small_obstacles_range3_3d_agents ; 50 ; 238.0
97 ; small_obstacles_range3_3d_agents ; 200 ; 246.0
98 ; small_obstacles_range3_3d_agents ; 20 ; 247.0
99 ; small_obstacles_range3_3d_agents ; 10 ; 259.0
100 ; small_obstacles_range3_3d_agents ; 125 ; 259.0
101 ; small_obstacles_range3_3d_agents ; 50 ; 262.0
102 ; small_obstacles_range3_3d_agents ; 30 ; 264.0
103 ; small_obstacles_range3_3d_agents ; 40 ; 264.0
104 ; small_obstacles_range3_3d_agents ; 80 ; 267.0
105 ; small_obstacles_range3_3d_agents ; 200 ; 268.0
106 ; small_obstacles_range3_3d_agents ; 15 ; 283.0
107 ; small_obstacles_range3_3d_agents ; 20 ; 309.0
108 ; small_obstacles_range3_3d_agents ; 10 ; 311.0
109 ; small_obstacles_range3_3d_agents ; 60 ; 312.0
110 ; small_obstacles_range3_3d_agents ; 10 ; 314.0
111 ; small_obstacles_range3_3d_agents ; 15 ; 314.0
112 ; small_obstacles_range3_3d_agents ; 40 ; 315.0
113 ; small_obstacles_range3_3d_agents ; 200 ; 319.0
114 ; small_obstacles_range3_3d_agents ; 15 ; 321.0
115 ; small_obstacles_range3_3d_agents ; 15 ; 323.0
116 ; small_obstacles_range3_3d_agents ; 50 ; 323.0
117 ; small_obstacles_range3_3d_agents ; 30 ; 324.0
118 ; small_obstacles_range3_3d_agents ; 15 ; 328.0
119 ; small_obstacles_range3_3d_agents ; 60 ; 328.0
120 ; small_obstacles_range3_3d_agents ; 20 ; 332.0
121 ; small_obstacles_range3_3d_agents ; 150 ; 338.0
122 ; small_obstacles_range3_3d_agents ; 125 ; 340.0
123 ; small_obstacles_range3_3d_agents ; 15 ; 351.0
124 ; small_obstacles_range3_3d_agents ; 225 ; 355.0
125 ; small_obstacles_range3_3d_agents ; 80 ; 356.0
126 ; small_obstacles_range3_3d_agents ; 40 ; 357.0
127 ; small_obstacles_range3_3d_agents ; 40 ; 358.0
128 ; small_obstacles_range3_3d_agents ; 275 ; 362.0
129 ; small_obstacles_range3_3d_agents ; 125 ; 364.0
130 ; small_obstacles_range3_3d_agents ; 30 ; 366.0
131 ; small_obstacles_range3_3d_agents ; 60 ; 368.0
132 ; small_obstacles_range3_3d_agents ; 15 ; 371.0
133 ; small_obstacles_range3_3d_agents ; 20 ; 373.0
134 ; small_obstacles_range3_3d_agents ; 80 ; 375.0
135 ; small_obstacles_range3_3d_agents ; 60 ; 376.0
136 ; small_obstacles_range3_3d_agents ; 60 ; 378.0
137 ; small_obstacles_range3_3d_agents ; 40 ; 382.0
138 ; small_obstacles_range3_3d_agents ; 30 ; 390.0
139 ; small_obstacles_range3_3d_agents ; 60 ; 392.0
140 ; small_obstacles_range3_3d_agents ; 50 ; 394.0
141 ; small_obstacles_range3_3d_agents ; 40 ; 398.0
142 ; small_obstacles_range3_3d_agents ; 100 ; 400.0
143 ; small_obstacles_range3_3d_agents ; 15 ; 402.0
144 ; small_obstacles_range3_3d_agents ; 30 ; 408.0
145 ; small_obstacles_range3_3d_agents ; 50 ; 408.0
146 ; small_obstacles_range3_3d_agents ; 175 ; 408.0
147 ; small_obstacles_range3_3d_agents ; 40 ; 410.0
148 ; small_obstacles_range3_3d_agents ; 100 ; 412.0
149 ; small_obstacles_range3_3d_agents ; 250 ; 412.0
150 ; small_obstacles_range3_3d_agents ; 150 ; 417.0
151 ; small_obstacles_range3_3d_agents ; 60 ; 425.0
152 ; small_obstacles_range3_3d_agents ; 15 ; 427.0
153 ; small_obstacles_range3_3d_agents ; 40 ; 428.0
154 ; small_obstacles_range3_3d_agents ; 100 ; 441.0
155 ; small_obstacles_range3_3d_agents ; 40 ; 446.0
156 ; small_obstacles_range3_3d_agents ; 60 ; 450.0
157 ; small_obstacles_range3_3d_agents ; 10 ; 453.0
158 ; small_obstacles_range3_3d_agents ; 20 ; 454.0
159 ; small_obstacles_range3_3d_agents ; 40 ; 457.0
160 ; small_obstacles_range3_3d_agents ; 150 ; 457.0
161 ; small_obstacles_range3_3d_agents ; 200 ; 460.0
162 ; small_obstacles_range3_3d_agents ; 60 ; 466.0
163 ; small_obstacles_range3_3d_agents ; 150 ; 474.0
164 ; small_obstacles_range3_3d_agents ; 80 ; 481.0
165 ; small_obstacles_range3_3d_agents ; 50 ; 487.0
166 ; small_obstacles_range3_3d_agents ; 30 ; 496.0
167 ; small_obstacles_range3_3d_agents ; 20 ; 499.0
168 ; small_obstacles_range3_3d_agents ; 15 ; 508.0
169 ; small_obstacles_range3_3d_agents ; 125 ; 511.0
170 ; small_obstacles_range3_3d_agents ; 60 ; 513.0
171 ; small_obstacles_range3_3d_agents ; 80 ; 517.0
172 ; small_obstacles_range3_3d_agents ; 30 ; 519.0
173 ; small_obstacles_range3_3d_agents ; 30 ; 519.0
174 ; small_obstacles_range3_3d_agents ; 100 ; 524.0
175 ; small_obstacles_range3_3d_agents ; 50 ; 525.0
176 ; small_obstacles_range3_3d_agents ; 175 ; 526.0
177 ; small_obstacles_range3_3d_agents ; 50 ; 539.0
178 ; small_obstacles_range3_3d_agents ; 20 ; 549.0
179 ; small_obstacles_range3_3d_agents ; 80 ; 553.0
180 ; small_obstacles_range3_3d_agents ; 100 ; 554.0
181 ; small_obstacles_range3_3d_agents ; 80 ; 561.0
182 ; small_obstacles_range3_3d_agents ; 150 ; 564.0
183 ; small_obstacles_range3_3d_agents ; 125 ; 574.0
184 ; small_obstacles_range3_3d_agents ; 60 ; 578.0
185 ; small_obstacles_range3_3d_agents ; 50 ; 593.0
186 ; small_obstacles_range3_3d_agents ; 175 ; 597.0
187 ; small_obstacles_range3_3d_agents ; 20 ; 602.0
188 ; small_obstacles_range3_3d_agents ; 50 ; 606.0
189 ; small_obstacles_range3_3d_agents ; 125 ; 623.0
190 ; small_obstacles_range3_3d_agents ; 30 ; 645.0
191 ; small_obstacles_range3_3d_agents ; 100 ; 647.0
192 ; small_obstacles_range3_3d_agents ; 225 ; 661.0
193 ; small_obstacles_range3_3d_agents ; 20 ; 665.0
194 ; small_obstacles_range3_3d_agents ; 40 ; 665.0
195 ; small_obstacles_range3_3d_agents ; 20 ; 716.0
196 ; small_obstacles_range3_3d_agents ; 225 ; 723.0
197 ; small_obstacles_range3_3d_agents ; 175 ; 725.0
198 ; small_obstacles_range3_3d_agents ; 15 ; 753.0
199 ; small_obstacles_range3_3d_agents ; 50 ; 758.0
200 ; small_obstacles_range3_3d_agents ; 125 ; 764.0
201 ; small_obstacles_range3_3d_agents ; 60 ; 768.0
202 ; small_obstacles_range3_3d_agents ; 125 ; 771.0
203 ; small_obstacles_range3_3d_agents ; 50 ; 794.0
204 ; small_obstacles_range3_3d_agents ; 30 ; 804.0
205 ; small_obstacles_range3_3d_agents ; 40 ; 806.0
206 ; small_obstacles_range3_3d_agents ; 100 ; 814.0
207 ; small_obstacles_range3_3d_agents ; 30 ; 816.0
208 ; small_obstacles_range3_3d_agents ; 275 ; 828.0
209 ; small_obstacles_range3_3d_agents ; 60 ; 831.0
210 ; small_obstacles_range3_3d_agents ; 50 ; 841.0
211 ; small_obstacles_range3_3d_agents ; 80 ; 844.0
212 ; small_obstacles_range3_3d_agents ; 80 ; 853.0
213 ; small_obstacles_range3_3d_agents ; 40 ; 868.0
214 ; small_obstacles_range3_3d_agents ; 40 ; 868.0
215 ; small_obstacles_range3_3d_agents ; 100 ; 868.0
216 ; small_obstacles_range3_3d_agents ; 60 ; 899.0
217 ; small_obstacles_range3_3d_agents ; 80 ; 899.0
218 ; small_obstacles_range3_3d_agents ; 100 ; 919.0
219 ; small_obstacles_range3_3d_agents ; 50 ; 948.0
220 ; small_obstacles_range3_3d_agents ; 50 ; 960.0
221 ; small_obstacles_range3_3d_agents ; 80 ; 994.0
222 ; small_obstacles_range3_3d_agents ; 40 ; 1004.0
223 ; small_obstacles_range3_3d_agents ; 80 ; 1012.0
224 ; small_obstacles_range3_3d_agents ; 40 ; 1013.0
225 ; small_obstacles_range3_3d_agents ; 175 ; 1014.0
226 ; small_obstacles_range3_3d_agents ; 150 ; 1048.0
227 ; small_obstacles_range3_3d_agents ; 125 ; 1055.0
228 ; small_obstacles_range3_3d_agents ; 50 ; 1097.0
229 ; small_obstacles_range3_3d_agents ; 125 ; 1104.0
230 ; small_obstacles_range3_3d_agents ; 150 ; 1106.0
231 ; small_obstacles_range3_3d_agents ; 125 ; 1110.0
232 ; small_obstacles_range3_3d_agents ; 125 ; 1116.0
233 ; small_obstacles_range3_3d_agents ; 50 ; 1117.0
234 ; small_obstacles_range3_3d_agents ; 60 ; 1126.0
235 ; small_obstacles_range3_3d_agents ; 175 ; 1139.0
236 ; small_obstacles_range3_3d_agents ; 100 ; 1156.0
237 ; small_obstacles_range3_3d_agents ; 150 ; 1172.0
238 ; small_obstacles_range3_3d_agents ; 80 ; 1187.0
239 ; small_obstacles_range3_3d_agents ; 100 ; 1195.0
240 ; small_obstacles_range3_3d_agents ; 100 ; 1221.0
241 ; small_obstacles_range3_3d_agents ; 100 ; 1239.0
242 ; small_obstacles_range3_3d_agents ; 80 ; 1250.0
243 ; small_obstacles_range3_3d_agents ; 100 ; 1273.0
244 ; small_obstacles_range3_3d_agents ; 225 ; 1275.0
245 ; small_obstacles_range3_3d_agents ; 275 ; 1279.0
246 ; small_obstacles_range3_3d_agents ; 60 ; 1297.0
247 ; small_obstacles_range3_3d_agents ; 175 ; 1314.0
248 ; small_obstacles_range3_3d_agents ; 80 ; 1327.0
249 ; small_obstacles_range3_3d_agents ; 50 ; 1332.0
250 ; small_obstacles_range3_3d_agents ; 150 ; 1363.0
251 ; small_obstacles_range3_3d_agents ; 150 ; 1410.0
252 ; small_obstacles_range3_3d_agents ; 175 ; 1410.0
253 ; small_obstacles_range3_3d_agents ; 125 ; 1438.0
254 ; small_obstacles_range3_3d_agents ; 40 ; 1521.0
255 ; small_obstacles_range3_3d_agents ; 125 ; 1531.0
256 ; small_obstacles_range3_3d_agents ; 100 ; 1534.0
257 ; small_obstacles_range3_3d_agents ; 100 ; 1541.0
258 ; small_obstacles_range3_3d_agents ; 125 ; 1568.0
259 ; small_obstacles_range3_3d_agents ; 40 ; 1636.0
260 ; small_obstacles_range3_3d_agents ; 60 ; 1750.0
261 ; small_obstacles_range3_3d_agents ; 125 ; 1799.0
262 ; small_obstacles_range3_3d_agents ; 100 ; 1899.0
263 ; small_obstacles_range3_3d_agents ; 100 ; 1900.0
264 ; small_obstacles_range3_3d_agents ; 125 ; 1937.0
265 ; small_obstacles_range3_3d_agents ; 80 ; 2012.0
266 ; small_obstacles_range3_3d_agents ; 150 ; 2021.0
267 ; small_obstacles_range3_3d_agents ; 225 ; 2025.0
268 ; small_obstacles_range3_3d_agents ; 15 ; 2037.0
269 ; small_obstacles_range3_3d_agents ; 150 ; 2042.0
270 ; small_obstacles_range3_3d_agents ; 150 ; 2120.0
271 ; small_obstacles_range3_3d_agents ; 80 ; 2232.0
272 ; small_obstacles_range3_3d_agents ; 50 ; 2323.0
273 ; small_obstacles_range3_3d_agents ; 100 ; 3217.0
274 ; small_obstacles_range3_3d_agents ; 175 ; 3457.0
