exp;success;longest_path;time
small_obstacles_range3_3d_agents10_1;0;0;87.58
small_obstacles_range3_3d_agents10_19;1;45;6.67
small_obstacles_range3_3d_agents10_10;1;87;5.41
small_obstacles_range3_3d_agents10_16;0;0;60.05
small_obstacles_range3_3d_agents10_0;0;0;87.67
small_obstacles_range3_3d_agents10_15;0;0;74.7
small_obstacles_range3_3d_agents10_14;0;0;88.85
small_obstacles_range3_3d_agents10_3;0;0;82.09
small_obstacles_range3_3d_agents10_8;1;47;0.32
small_obstacles_range3_3d_agents10_11;1;69;10.91
small_obstacles_range3_3d_agents10_18;1;56;45.93
small_obstacles_range3_3d_agents10_17;1;26;0.33
small_obstacles_range3_3d_agents10_5;1;54;0.33
small_obstacles_range3_3d_agents10_9;1;38;2.7
small_obstacles_range3_3d_agents10_12;0;0;76.31
small_obstacles_range3_3d_agents10_4;0;0;80.74
small_obstacles_range3_3d_agents10_7;1;61;0.37
small_obstacles_range3_3d_agents10_2;1;12;0.33
small_obstacles_range3_3d_agents10_6;1;30;0.33
small_obstacles_range3_3d_agents10_13;0;0;66.28
