exp;success;longest_path;time
parallel_range4_agents15_10;1;69;47.92
parallel_range4_agents15_13;0;0;94.34
parallel_range4_agents15_17;0;0;60.87
parallel_range4_agents15_5;0;0;70.15
parallel_range4_agents15_9;1;80;1.04
parallel_range4_agents15_14;1;46;36.2
parallel_range4_agents15_16;0;0;77.8
parallel_range4_agents15_19;0;0;80.52
parallel_range4_agents15_1;1;31;0.12
parallel_range4_agents15_15;0;0;68.94
parallel_range4_agents15_11;1;50;4.25
parallel_range4_agents15_18;0;0;59.49
parallel_range4_agents15_0;1;50;1.49
parallel_range4_agents15_4;1;42;4.74
parallel_range4_agents15_2;0;0;90.01
parallel_range4_agents15_6;1;41;5.24
parallel_range4_agents15_8;0;0;53.98
parallel_range4_agents15_12;1;36;31.21
parallel_range4_agents15_3;1;69;35.64
parallel_range4_agents15_7;0;0;66.66
