exp;success;longest_path;time
offices_range1_agents10_2;0;0;104.54
offices_range1_agents10_4;1;46;2.24
offices_range1_agents10_7;0;0;55.69
offices_range1_agents10_1;1;34;2.45
offices_range1_agents10_3;1;72;2.29
offices_range1_agents10_17;1;100;8.91
offices_range1_agents10_16;1;89;0.68
offices_range1_agents10_18;1;29;0.47
offices_range1_agents10_11;1;102;34.71
offices_range1_agents10_19;1;23;1.28
offices_range1_agents10_8;0;0;38.95
offices_range1_agents10_13;1;62;0.2
offices_range1_agents10_14;1;33;1.26
offices_range1_agents10_0;0;0;57.52
offices_range1_agents10_10;1;80;21.88
offices_range1_agents10_12;1;48;2.15
offices_range1_agents10_5;0;0;44.0
offices_range1_agents10_6;1;55;0.48
offices_range1_agents10_9;1;83;0.71
offices_range1_agents10_15;1;91;0.68
