exp;success;longest_path;time
parallel_range4_agents20_14;0;0;72.64
parallel_range4_agents20_1;0;0;73.05
parallel_range4_agents20_12;0;0;65.37
parallel_range4_agents20_7;0;0;79.61
parallel_range4_agents20_0;0;0;75.42
parallel_range4_agents20_19;0;0;54.99
parallel_range4_agents20_17;0;0;74.45
parallel_range4_agents20_3;0;0;95.09
parallel_range4_agents20_4;0;0;96.71
parallel_range4_agents20_15;0;0;111.74
parallel_range4_agents20_16;0;0;87.94
parallel_range4_agents20_9;0;0;78.6
parallel_range4_agents20_5;0;0;73.56
parallel_range4_agents20_13;0;0;80.5
parallel_range4_agents20_11;0;0;82.63
parallel_range4_agents20_6;0;0;89.62
parallel_range4_agents20_2;1;53;43.75
parallel_range4_agents20_8;0;0;77.77
parallel_range4_agents20_18;0;0;85.95
parallel_range4_agents20_10;0;0;95.37
