exp;success;longest_path;time
parallel_range4_agents60_9;0;0;119.13
parallel_range4_agents60_13;0;0;109.0
parallel_range4_agents60_8;0;0;101.09
parallel_range4_agents60_15;0;0;119.16
parallel_range4_agents60_16;0;0;119.17
parallel_range4_agents60_11;0;0;109.59
parallel_range4_agents60_5;0;0;119.1
parallel_range4_agents60_7;0;0;119.2
parallel_range4_agents60_17;0;0;119.24
parallel_range4_agents60_0;0;0;119.13
parallel_range4_agents60_10;0;0;113.76
parallel_range4_agents60_2;0;0;97.25
parallel_range4_agents60_4;0;0;119.07
parallel_range4_agents60_3;0;0;119.09
parallel_range4_agents60_6;0;0;119.14
parallel_range4_agents60_18;0;0;119.96
parallel_range4_agents60_1;0;0;99.77
parallel_range4_agents60_12;0;0;119.19
parallel_range4_agents60_14;0;0;119.09
parallel_range4_agents60_19;0;0;119.17
