exp;success;longest_path;time
pyramid_range3_3d_agents50_3;1;141;6.22
pyramid_range3_3d_agents50_17;1;179;6.93
pyramid_range3_3d_agents50_11;1;103;5.87
pyramid_range3_3d_agents50_13;1;106;6.71
pyramid_range3_3d_agents50_2;1;205;12.06
pyramid_range3_3d_agents50_18;1;474;18.99
pyramid_range3_3d_agents50_7;1;108;24.57
pyramid_range3_3d_agents50_0;1;227;11.25
pyramid_range3_3d_agents50_5;1;570;29.65
pyramid_range3_3d_agents50_8;1;587;65.19
pyramid_range3_3d_agents50_16;1;344;23.85
pyramid_range3_3d_agents50_15;1;206;11.64
pyramid_range3_3d_agents50_4;1;53;2.47
pyramid_range3_3d_agents50_6;1;508;25.11
pyramid_range3_3d_agents50_10;1;320;12.18
pyramid_range3_3d_agents50_19;1;181;9.4
pyramid_range3_3d_agents50_14;1;134;7.38
pyramid_range3_3d_agents50_12;1;216;26.3
pyramid_range3_3d_agents50_9;1;605;38.01
pyramid_range3_3d_agents50_1;1;210;9.95
