exp;success;longest_path;time
offices_range1_agents10_2;1;48;0.04
offices_range1_agents10_4;1;41;0.04
offices_range1_agents10_7;1;65;0.23
offices_range1_agents10_1;1;34;0.04
offices_range1_agents10_3;1;356;0.24
offices_range1_agents10_17;1;271;0.09
offices_range1_agents10_16;1;194;0.06
offices_range1_agents10_18;1;501;0.16
offices_range1_agents10_11;1;181;0.06
offices_range1_agents10_19;1;34;0.04
offices_range1_agents10_8;1;305;0.09
offices_range1_agents10_13;1;67;0.05
offices_range1_agents10_14;1;35;0.06
offices_range1_agents10_0;1;199;0.08
offices_range1_agents10_10;1;86;0.04
offices_range1_agents10_12;1;611;0.18
offices_range1_agents10_5;1;82;0.04
offices_range1_agents10_6;1;201;0.08
offices_range1_agents10_9;1;78;0.09
offices_range1_agents10_15;1;94;0.05
