exp;success;longest_path;time
small_obstacles_range3_3d_agents100_3;0;0;118.65
small_obstacles_range3_3d_agents100_15;0;0;119.24
small_obstacles_range3_3d_agents100_0;0;0;119.52
small_obstacles_range3_3d_agents100_13;0;0;119.03
small_obstacles_range3_3d_agents100_6;0;0;118.94
small_obstacles_range3_3d_agents100_11;0;0;119.19
small_obstacles_range3_3d_agents100_14;0;0;118.78
small_obstacles_range3_3d_agents100_1;0;0;118.95
small_obstacles_range3_3d_agents100_7;0;0;118.91
small_obstacles_range3_3d_agents100_16;0;0;119.78
small_obstacles_range3_3d_agents100_17;0;0;118.72
small_obstacles_range3_3d_agents100_8;0;0;119.01
small_obstacles_range3_3d_agents100_5;0;0;119.54
small_obstacles_range3_3d_agents100_18;1;281;100.04
small_obstacles_range3_3d_agents100_12;0;0;119.38
small_obstacles_range3_3d_agents100_19;0;0;119.46
small_obstacles_range3_3d_agents100_4;0;0;119.33
small_obstacles_range3_3d_agents100_2;0;0;119.63
small_obstacles_range3_3d_agents100_10;0;0;118.8
small_obstacles_range3_3d_agents100_9;0;0;118.68
