exp;success;longest_path;time
pyramid_range3_3d_agents100_6;0;0;119.84
pyramid_range3_3d_agents100_10;1;140;32.92
pyramid_range3_3d_agents100_18;1;420;102.97
pyramid_range3_3d_agents100_2;0;0;119.75
pyramid_range3_3d_agents100_4;1;476;98.27
pyramid_range3_3d_agents100_11;0;0;119.82
pyramid_range3_3d_agents100_7;1;172;51.21
pyramid_range3_3d_agents100_5;1;226;55.41
pyramid_range3_3d_agents100_17;0;0;119.86
pyramid_range3_3d_agents100_12;1;174;33.5
pyramid_range3_3d_agents100_8;0;0;119.76
pyramid_range3_3d_agents100_13;1;232;58.99
pyramid_range3_3d_agents100_9;0;0;119.74
pyramid_range3_3d_agents100_1;1;388;108.44
pyramid_range3_3d_agents100_3;0;0;119.88
pyramid_range3_3d_agents100_15;0;0;119.79
pyramid_range3_3d_agents100_14;0;0;119.87
pyramid_range3_3d_agents100_19;0;0;119.91
pyramid_range3_3d_agents100_16;1;310;74.44
pyramid_range3_3d_agents100_0;0;0;119.72
