exp;success;longest_path;time
small_obstacles_range3_3d_agents50_7;1;676;79.42
small_obstacles_range3_3d_agents50_5;1;549;25.05
small_obstacles_range3_3d_agents50_8;0;0;118.89
small_obstacles_range3_3d_agents50_9;0;0;118.62
small_obstacles_range3_3d_agents50_16;1;606;55.12
small_obstacles_range3_3d_agents50_2;1;748;26.43
small_obstacles_range3_3d_agents50_13;0;0;119.08
small_obstacles_range3_3d_agents50_3;0;0;118.74
small_obstacles_range3_3d_agents50_11;1;339;40.35
small_obstacles_range3_3d_agents50_15;1;302;48.66
small_obstacles_range3_3d_agents50_17;1;667;115.13
small_obstacles_range3_3d_agents50_12;1;127;22.34
small_obstacles_range3_3d_agents50_6;1;373;20.16
small_obstacles_range3_3d_agents50_0;1;80;12.51
small_obstacles_range3_3d_agents50_10;1;577;79.9
small_obstacles_range3_3d_agents50_14;1;334;31.36
small_obstacles_range3_3d_agents50_18;1;148;21.43
small_obstacles_range3_3d_agents50_4;1;314;10.66
small_obstacles_range3_3d_agents50_19;1;366;31.92
small_obstacles_range3_3d_agents50_1;1;262;29.72
