exp;success;longest_path;time
pyramid_range3_3d_agents300_8;0;0;119.72
pyramid_range3_3d_agents300_10;0;0;119.86
pyramid_range3_3d_agents300_1;0;0;119.92
pyramid_range3_3d_agents300_11;0;0;119.88
pyramid_range3_3d_agents300_18;0;0;119.82
pyramid_range3_3d_agents300_3;0;0;119.94
pyramid_range3_3d_agents300_5;0;0;119.79
pyramid_range3_3d_agents300_6;0;0;119.76
pyramid_range3_3d_agents300_13;0;0;119.83
pyramid_range3_3d_agents300_16;0;0;119.84
pyramid_range3_3d_agents300_4;0;0;119.89
pyramid_range3_3d_agents300_0;0;0;119.74
pyramid_range3_3d_agents300_7;0;0;119.88
pyramid_range3_3d_agents300_19;0;0;119.81
pyramid_range3_3d_agents300_15;0;0;119.78
pyramid_range3_3d_agents300_17;0;0;119.87
pyramid_range3_3d_agents300_2;0;0;119.9
pyramid_range3_3d_agents300_12;0;0;119.92
pyramid_range3_3d_agents300_14;0;0;119.89
pyramid_range3_3d_agents300_9;0;0;119.86
