exp;success;longest_path;time
parallel_range4_agents15_10;1;112;0.15
parallel_range4_agents15_13;1;1009;21.2
parallel_range4_agents15_17;1;67;0.13
parallel_range4_agents15_5;1;331;0.96
parallel_range4_agents15_9;1;92;0.33
parallel_range4_agents15_14;1;174;0.64
parallel_range4_agents15_16;1;81;0.17
parallel_range4_agents15_19;1;67;0.11
parallel_range4_agents15_1;1;149;0.17
parallel_range4_agents15_15;1;73;0.12
parallel_range4_agents15_11;1;181;0.26
parallel_range4_agents15_18;1;111;0.24
parallel_range4_agents15_0;1;105;0.24
parallel_range4_agents15_4;1;93;0.14
parallel_range4_agents15_2;1;232;0.84
parallel_range4_agents15_6;1;82;0.09
parallel_range4_agents15_8;1;44;0.08
parallel_range4_agents15_12;1;72;0.11
parallel_range4_agents15_3;1;67;0.13
parallel_range4_agents15_7;1;98;0.15
