exp;success;longest_path;time
parallel_range4_agents40_10;1;334;4.57
parallel_range4_agents40_9;1;1702;46.14
parallel_range4_agents40_5;1;190;2.38
parallel_range4_agents40_3;0;0;119.22
parallel_range4_agents40_19;1;473;9.86
parallel_range4_agents40_11;1;337;7.04
parallel_range4_agents40_7;1;104;1.26
parallel_range4_agents40_16;1;185;4.36
parallel_range4_agents40_2;1;239;2.76
parallel_range4_agents40_0;1;368;5.23
parallel_range4_agents40_14;1;1598;53.02
parallel_range4_agents40_17;1;76;1.24
parallel_range4_agents40_6;1;332;3.77
parallel_range4_agents40_8;1;134;1.48
parallel_range4_agents40_12;1;197;3.11
parallel_range4_agents40_13;1;291;4.28
parallel_range4_agents40_15;1;749;12.88
parallel_range4_agents40_1;1;1712;30.95
parallel_range4_agents40_18;1;90;1.46
parallel_range4_agents40_4;1;162;2.26
