exp;success;longest_path;time
pyramid_range3_3d_agents40_4;1;569;9.52
pyramid_range3_3d_agents40_0;1;360;9.06
pyramid_range3_3d_agents40_11;1;295;6.5
pyramid_range3_3d_agents40_9;1;181;4.32
pyramid_range3_3d_agents40_19;1;227;6.59
pyramid_range3_3d_agents40_5;1;392;11.83
pyramid_range3_3d_agents40_14;1;192;6.64
pyramid_range3_3d_agents40_7;1;102;2.64
pyramid_range3_3d_agents40_16;1;189;6.77
pyramid_range3_3d_agents40_3;1;48;84.73
pyramid_range3_3d_agents40_8;1;279;6.95
pyramid_range3_3d_agents40_18;1;136;1.68
pyramid_range3_3d_agents40_1;1;745;19.31
pyramid_range3_3d_agents40_2;1;660;33.2
pyramid_range3_3d_agents40_17;1;332;6.92
pyramid_range3_3d_agents40_10;1;294;11.57
pyramid_range3_3d_agents40_12;1;84;2.95
pyramid_range3_3d_agents40_6;1;234;5.29
pyramid_range3_3d_agents40_15;1;484;14.41
pyramid_range3_3d_agents40_13;1;93;2.99
