exp;success;longest_path;time
parallel_range4_agents10_15;1;100;0.08
parallel_range4_agents10_10;1;91;0.07
parallel_range4_agents10_1;1;81;0.06
parallel_range4_agents10_18;0;0;106.77
parallel_range4_agents10_9;1;269;0.26
parallel_range4_agents10_8;1;89;0.07
parallel_range4_agents10_16;1;47;0.05
parallel_range4_agents10_17;1;187;0.09
parallel_range4_agents10_14;1;56;0.09
parallel_range4_agents10_12;1;29;0.03
parallel_range4_agents10_7;1;95;0.14
parallel_range4_agents10_13;1;196;0.31
parallel_range4_agents10_11;1;204;0.18
parallel_range4_agents10_0;1;91;0.09
parallel_range4_agents10_4;1;76;0.06
parallel_range4_agents10_19;1;62;0.05
parallel_range4_agents10_6;1;372;0.25
parallel_range4_agents10_2;1;100;0.12
parallel_range4_agents10_3;1;97;0.09
parallel_range4_agents10_5;1;43;0.08
