exp;success;longest_path;time
offices_range1_agents20_16;1;273;0.54
offices_range1_agents20_10;1;172;0.19
offices_range1_agents20_18;1;188;0.3
offices_range1_agents20_5;1;78;0.1
offices_range1_agents20_7;1;102;0.13
offices_range1_agents20_14;1;61;0.1
offices_range1_agents20_12;1;229;0.19
offices_range1_agents20_19;1;520;0.47
offices_range1_agents20_13;1;638;0.43
offices_range1_agents20_6;1;194;0.15
offices_range1_agents20_1;1;1027;0.76
offices_range1_agents20_3;1;144;0.34
offices_range1_agents20_2;1;526;0.44
offices_range1_agents20_17;1;664;0.71
offices_range1_agents20_11;1;111;0.13
offices_range1_agents20_9;1;116;0.13
offices_range1_agents20_8;1;306;0.3
offices_range1_agents20_4;1;133;0.18
offices_range1_agents20_15;1;116;0.22
offices_range1_agents20_0;1;725;0.54
