exp;success;longest_path;time
offices_range1_agents30_5;1;146;0.25
offices_range1_agents30_15;1;454;0.97
offices_range1_agents30_18;1;138;0.23
offices_range1_agents30_6;1;259;0.74
offices_range1_agents30_17;1;549;1.97
offices_range1_agents30_13;1;285;0.7
offices_range1_agents30_0;1;338;0.71
offices_range1_agents30_9;1;147;0.89
offices_range1_agents30_4;1;806;1.63
offices_range1_agents30_7;1;293;0.67
offices_range1_agents30_3;1;571;1.34
offices_range1_agents30_16;1;167;0.4
offices_range1_agents30_11;1;820;2.07
offices_range1_agents30_10;1;203;0.65
offices_range1_agents30_8;1;579;1.43
offices_range1_agents30_12;1;104;0.22
offices_range1_agents30_19;1;212;0.55
offices_range1_agents30_1;1;1007;3.08
offices_range1_agents30_14;1;133;0.32
offices_range1_agents30_2;1;527;2.32
