exp;success;longest_path;time
offices_range1_agents80_7;0;0;104.79
offices_range1_agents80_13;1;1983;93.89
offices_range1_agents80_6;0;0;110.28
offices_range1_agents80_5;1;1867;66.62
offices_range1_agents80_1;0;0;110.21
offices_range1_agents80_19;0;0;111.28
offices_range1_agents80_12;1;2510;82.23
offices_range1_agents80_0;0;0;109.17
offices_range1_agents80_15;0;0;111.22
offices_range1_agents80_16;1;916;47.73
offices_range1_agents80_2;1;1439;55.39
offices_range1_agents80_14;1;3102;113.56
offices_range1_agents80_8;1;1526;59.94
offices_range1_agents80_18;1;2416;75.84
offices_range1_agents80_17;0;0;109.82
offices_range1_agents80_11;1;1408;68.17
offices_range1_agents80_3;0;0;108.59
offices_range1_agents80_10;0;0;111.06
offices_range1_agents80_9;0;0;102.51
offices_range1_agents80_4;1;1718;45.93
