exp;success;longest_path;time
offices_range1_agents100_14;0;0;119.34
offices_range1_agents100_16;0;0;119.4
offices_range1_agents100_5;0;0;60.8
offices_range1_agents100_3;0;0;119.38
offices_range1_agents100_0;0;0;119.19
offices_range1_agents100_8;0;0;119.31
offices_range1_agents100_12;0;0;119.36
offices_range1_agents100_19;0;0;119.33
offices_range1_agents100_6;0;0;119.37
offices_range1_agents100_13;0;0;119.27
offices_range1_agents100_17;0;0;119.31
offices_range1_agents100_15;0;0;119.36
offices_range1_agents100_18;0;0;119.16
offices_range1_agents100_2;0;0;119.32
offices_range1_agents100_1;0;0;116.97
offices_range1_agents100_10;0;0;119.32
offices_range1_agents100_7;0;0;119.38
offices_range1_agents100_4;0;0;119.53
offices_range1_agents100_9;0;0;119.28
offices_range1_agents100_11;0;0;119.21
