exp;success;longest_path;time
parallel_range4_agents125_2;0;0;119.43
parallel_range4_agents125_6;0;0;119.42
parallel_range4_agents125_3;0;0;119.48
parallel_range4_agents125_8;0;0;119.52
parallel_range4_agents125_9;0;0;119.47
parallel_range4_agents125_17;0;0;119.44
parallel_range4_agents125_14;0;0;119.36
parallel_range4_agents125_0;0;0;119.34
parallel_range4_agents125_18;0;0;119.27
parallel_range4_agents125_7;0;0;119.18
parallel_range4_agents125_16;0;0;119.51
parallel_range4_agents125_13;0;0;119.58
parallel_range4_agents125_10;0;0;119.41
parallel_range4_agents125_15;0;0;119.52
parallel_range4_agents125_19;0;0;119.31
parallel_range4_agents125_11;0;0;119.58
parallel_range4_agents125_4;0;0;119.58
parallel_range4_agents125_12;0;0;119.42
parallel_range4_agents125_5;0;0;119.33
parallel_range4_agents125_1;0;0;119.49
