exp;success;longest_path;time
parallel_range4_agents40_10;0;0;92.4
parallel_range4_agents40_9;0;0;76.66
parallel_range4_agents40_5;0;0;87.42
parallel_range4_agents40_3;0;0;78.25
parallel_range4_agents40_19;0;0;106.78
parallel_range4_agents40_11;0;0;108.43
parallel_range4_agents40_7;0;0;87.96
parallel_range4_agents40_16;0;0;119.13
parallel_range4_agents40_2;0;0;96.87
parallel_range4_agents40_0;0;0;109.82
parallel_range4_agents40_14;0;0;76.05
parallel_range4_agents40_17;0;0;110.25
parallel_range4_agents40_6;0;0;101.89
parallel_range4_agents40_8;0;0;78.3
parallel_range4_agents40_12;0;0;83.64
parallel_range4_agents40_13;0;0;119.04
parallel_range4_agents40_15;0;0;90.27
parallel_range4_agents40_1;0;0;93.79
parallel_range4_agents40_18;0;0;114.16
parallel_range4_agents40_4;0;0;81.31
