exp;success;longest_path;time
pyramid_range3_3d_agents60_4;0;0;119.35
pyramid_range3_3d_agents60_17;0;0;49.21
pyramid_range3_3d_agents60_11;0;0;119.37
pyramid_range3_3d_agents60_9;0;0;119.36
pyramid_range3_3d_agents60_19;0;0;119.32
pyramid_range3_3d_agents60_7;0;0;119.39
pyramid_range3_3d_agents60_12;0;0;38.21
pyramid_range3_3d_agents60_13;0;0;119.46
pyramid_range3_3d_agents60_8;0;0;119.29
pyramid_range3_3d_agents60_16;0;0;109.85
pyramid_range3_3d_agents60_14;0;0;119.23
pyramid_range3_3d_agents60_6;0;0;119.2
pyramid_range3_3d_agents60_10;0;0;102.86
pyramid_range3_3d_agents60_18;0;0;79.7
pyramid_range3_3d_agents60_0;0;0;119.25
pyramid_range3_3d_agents60_1;0;0;119.22
pyramid_range3_3d_agents60_3;0;0;119.29
pyramid_range3_3d_agents60_2;0;0;108.81
pyramid_range3_3d_agents60_15;0;0;119.48
pyramid_range3_3d_agents60_5;0;0;119.34
