exp;success;longest_path;time
pyramid_range3_3d_agents80_12;0;0;85.36
pyramid_range3_3d_agents80_17;0;0;119.53
pyramid_range3_3d_agents80_14;0;0;119.43
pyramid_range3_3d_agents80_6;0;0;119.49
pyramid_range3_3d_agents80_18;0;0;119.35
pyramid_range3_3d_agents80_19;1;24;1.25
pyramid_range3_3d_agents80_3;0;0;119.5
pyramid_range3_3d_agents80_5;0;0;119.45
pyramid_range3_3d_agents80_7;0;0;119.44
pyramid_range3_3d_agents80_2;0;0;119.43
pyramid_range3_3d_agents80_11;0;0;119.36
pyramid_range3_3d_agents80_16;0;0;119.48
pyramid_range3_3d_agents80_9;0;0;119.53
pyramid_range3_3d_agents80_0;0;0;119.53
pyramid_range3_3d_agents80_15;0;0;119.25
pyramid_range3_3d_agents80_10;0;0;119.29
pyramid_range3_3d_agents80_4;0;0;119.95
pyramid_range3_3d_agents80_8;0;0;119.56
pyramid_range3_3d_agents80_13;0;0;116.32
pyramid_range3_3d_agents80_1;0;0;63.87
