exp;success;longest_path;time
parallel_range4_agents50_13;1;173;6.23
parallel_range4_agents50_18;1;141;3.28
parallel_range4_agents50_0;1;1490;39.88
parallel_range4_agents50_16;1;116;5.98
parallel_range4_agents50_6;1;188;3.63
parallel_range4_agents50_17;1;553;13.56
parallel_range4_agents50_10;1;175;3.96
parallel_range4_agents50_1;1;262;5.68
parallel_range4_agents50_3;0;0;119.91
parallel_range4_agents50_7;1;265;6.65
parallel_range4_agents50_4;1;155;3.5
parallel_range4_agents50_19;1;308;6.28
parallel_range4_agents50_11;1;164;4.49
parallel_range4_agents50_12;1;297;5.74
parallel_range4_agents50_14;1;1106;31.18
parallel_range4_agents50_2;1;508;21.89
parallel_range4_agents50_5;1;238;5.95
parallel_range4_agents50_15;1;1567;77.78
parallel_range4_agents50_9;1;693;27.77
parallel_range4_agents50_8;1;374;9.58
