exp;success;longest_path;time
parallel_range4_agents60_9;1;319;14.26
parallel_range4_agents60_13;0;0;119.91
parallel_range4_agents60_8;1;180;6.09
parallel_range4_agents60_15;1;1068;53.57
parallel_range4_agents60_16;1;292;7.91
parallel_range4_agents60_11;1;312;14.29
parallel_range4_agents60_5;1;382;12.44
parallel_range4_agents60_7;1;1037;53.4
parallel_range4_agents60_17;0;0;119.86
parallel_range4_agents60_0;1;517;24.07
parallel_range4_agents60_10;1;276;12.17
parallel_range4_agents60_2;1;268;7.15
parallel_range4_agents60_4;1;477;18.54
parallel_range4_agents60_3;1;139;4.5
parallel_range4_agents60_6;1;207;5.9
parallel_range4_agents60_18;1;176;7.17
parallel_range4_agents60_1;1;751;24.93
parallel_range4_agents60_12;0;0;119.85
parallel_range4_agents60_14;0;0;119.84
parallel_range4_agents60_19;1;516;32.25
