exp;success;longest_path;time
offices_range1_agents30_5;1;146;0.35
offices_range1_agents30_15;1;96;0.31
offices_range1_agents30_18;1;219;0.62
offices_range1_agents30_6;1;247;0.64
offices_range1_agents30_17;1;328;0.98
offices_range1_agents30_13;1;285;0.76
offices_range1_agents30_0;1;437;2.43
offices_range1_agents30_9;1;347;1.83
offices_range1_agents30_4;1;319;0.75
offices_range1_agents30_7;1;638;2.56
offices_range1_agents30_3;1;142;0.56
offices_range1_agents30_16;1;167;0.49
offices_range1_agents30_11;1;698;2.06
offices_range1_agents30_10;1;290;0.71
offices_range1_agents30_8;1;699;1.93
offices_range1_agents30_12;1;289;0.73
offices_range1_agents30_19;1;212;0.62
offices_range1_agents30_1;1;218;1.01
offices_range1_agents30_14;1;128;0.39
offices_range1_agents30_2;1;216;0.62
