exp;success;longest_path;time
small_obstacles_range3_3d_agents40_6;1;509;36.56
small_obstacles_range3_3d_agents40_9;1;127;12.42
small_obstacles_range3_3d_agents40_19;1;597;55.02
small_obstacles_range3_3d_agents40_1;1;1007;64.89
small_obstacles_range3_3d_agents40_10;0;0;119.06
small_obstacles_range3_3d_agents40_12;0;0;119.39
small_obstacles_range3_3d_agents40_5;1;507;68.94
small_obstacles_range3_3d_agents40_8;1;174;12.56
small_obstacles_range3_3d_agents40_13;1;133;13.2
small_obstacles_range3_3d_agents40_15;1;231;17.96
small_obstacles_range3_3d_agents40_2;1;513;48.26
small_obstacles_range3_3d_agents40_7;1;376;39.92
small_obstacles_range3_3d_agents40_17;1;213;6.12
small_obstacles_range3_3d_agents40_11;1;501;49.0
small_obstacles_range3_3d_agents40_14;1;508;45.97
small_obstacles_range3_3d_agents40_4;1;49;6.16
small_obstacles_range3_3d_agents40_0;1;511;28.3
small_obstacles_range3_3d_agents40_3;1;404;14.53
small_obstacles_range3_3d_agents40_16;1;91;8.2
small_obstacles_range3_3d_agents40_18;0;0;118.9
