exp;success;longest_path;time
pyramid_range3_3d_agents20_5;1;71;0.62
pyramid_range3_3d_agents20_16;1;57;0.55
pyramid_range3_3d_agents20_6;1;132;0.95
pyramid_range3_3d_agents20_19;1;81;2.11
pyramid_range3_3d_agents20_13;1;343;0.8
pyramid_range3_3d_agents20_11;1;239;1.18
pyramid_range3_3d_agents20_4;1;226;1.25
pyramid_range3_3d_agents20_2;1;172;1.31
pyramid_range3_3d_agents20_17;1;50;0.48
pyramid_range3_3d_agents20_1;1;139;0.93
pyramid_range3_3d_agents20_9;1;131;0.73
pyramid_range3_3d_agents20_0;1;67;0.53
pyramid_range3_3d_agents20_10;1;32;0.39
pyramid_range3_3d_agents20_14;1;246;1.43
pyramid_range3_3d_agents20_8;1;90;5.27
pyramid_range3_3d_agents20_15;1;205;1.32
pyramid_range3_3d_agents20_18;1;81;0.82
pyramid_range3_3d_agents20_3;1;31;0.42
pyramid_range3_3d_agents20_12;1;569;6.67
pyramid_range3_3d_agents20_7;1;849;24.99
