exp;success;longest_path;time
small_obstacles_range3_3d_agents10_1;1;457;4.48
small_obstacles_range3_3d_agents10_19;1;78;3.78
small_obstacles_range3_3d_agents10_10;1;220;4.0
small_obstacles_range3_3d_agents10_16;1;37;3.63
small_obstacles_range3_3d_agents10_0;1;311;4.0
small_obstacles_range3_3d_agents10_15;1;454;4.34
small_obstacles_range3_3d_agents10_14;1;276;4.11
small_obstacles_range3_3d_agents10_3;1;505;4.36
small_obstacles_range3_3d_agents10_8;1;65;3.65
small_obstacles_range3_3d_agents10_11;1;343;4.29
small_obstacles_range3_3d_agents10_18;1;314;4.24
small_obstacles_range3_3d_agents10_17;1;25;3.6
small_obstacles_range3_3d_agents10_5;1;160;3.95
small_obstacles_range3_3d_agents10_9;1;219;4.0
small_obstacles_range3_3d_agents10_12;1;373;4.3
small_obstacles_range3_3d_agents10_4;1;202;4.07
small_obstacles_range3_3d_agents10_7;1;419;4.29
small_obstacles_range3_3d_agents10_2;1;26;3.69
small_obstacles_range3_3d_agents10_6;1;225;3.74
small_obstacles_range3_3d_agents10_13;1;453;3.96
