exp;success;longest_path;time
offices_range1_agents10_2;1;48;0.16
offices_range1_agents10_4;1;41;0.15
offices_range1_agents10_7;1;40;0.16
offices_range1_agents10_1;1;129;0.17
offices_range1_agents10_3;1;238;0.27
offices_range1_agents10_17;1;271;0.19
offices_range1_agents10_16;1;113;0.67
offices_range1_agents10_18;1;501;0.26
offices_range1_agents10_11;1;296;0.2
offices_range1_agents10_19;1;34;0.16
offices_range1_agents10_8;1;305;0.19
offices_range1_agents10_13;1;67;0.16
offices_range1_agents10_14;1;35;0.18
offices_range1_agents10_0;1;199;0.19
offices_range1_agents10_10;1;86;0.17
offices_range1_agents10_12;1;610;0.29
offices_range1_agents10_5;1;28;0.16
offices_range1_agents10_6;1;201;0.19
offices_range1_agents10_9;1;85;0.17
offices_range1_agents10_15;1;94;0.17
