exp;success;longest_path;time
parallel_range4_agents20_14;1;241;0.59
parallel_range4_agents20_1;1;1839;8.33
parallel_range4_agents20_12;1;45;0.16
parallel_range4_agents20_7;1;71;0.31
parallel_range4_agents20_0;1;116;0.28
parallel_range4_agents20_19;1;56;0.2
parallel_range4_agents20_17;1;152;0.42
parallel_range4_agents20_3;1;180;0.48
parallel_range4_agents20_4;1;82;0.28
parallel_range4_agents20_15;1;101;0.37
parallel_range4_agents20_16;1;126;0.4
parallel_range4_agents20_9;1;329;1.19
parallel_range4_agents20_5;1;3287;21.92
parallel_range4_agents20_13;1;43;0.15
parallel_range4_agents20_11;1;130;0.3
parallel_range4_agents20_6;1;133;0.66
parallel_range4_agents20_2;1;56;0.18
parallel_range4_agents20_8;1;109;0.27
parallel_range4_agents20_18;1;137;0.36
parallel_range4_agents20_10;1;103;0.31
