exp;success;longest_path;time
pyramid_range3_3d_agents60_4;1;272;19.89
pyramid_range3_3d_agents60_17;0;0;119.82
pyramid_range3_3d_agents60_11;1;145;9.78
pyramid_range3_3d_agents60_9;1;371;23.25
pyramid_range3_3d_agents60_19;1;340;22.76
pyramid_range3_3d_agents60_7;0;0;119.86
pyramid_range3_3d_agents60_12;1;151;27.95
pyramid_range3_3d_agents60_13;1;208;17.1
pyramid_range3_3d_agents60_8;0;0;119.82
pyramid_range3_3d_agents60_16;1;191;17.88
pyramid_range3_3d_agents60_14;1;71;6.51
pyramid_range3_3d_agents60_6;0;0;119.85
pyramid_range3_3d_agents60_10;1;165;10.65
pyramid_range3_3d_agents60_18;0;0;119.9
pyramid_range3_3d_agents60_0;1;229;15.46
pyramid_range3_3d_agents60_1;1;498;55.49
pyramid_range3_3d_agents60_3;1;275;24.45
pyramid_range3_3d_agents60_2;0;0;119.86
pyramid_range3_3d_agents60_15;1;250;21.58
pyramid_range3_3d_agents60_5;1;518;72.49
