exp;success;longest_path;time
pyramid_range3_3d_agents10_19;1;21;0.23
pyramid_range3_3d_agents10_17;1;136;0.36
pyramid_range3_3d_agents10_4;1;31;0.24
pyramid_range3_3d_agents10_3;1;17;0.21
pyramid_range3_3d_agents10_8;1;75;0.3
pyramid_range3_3d_agents10_9;1;68;0.3
pyramid_range3_3d_agents10_14;1;109;0.52
pyramid_range3_3d_agents10_13;1;282;0.5
pyramid_range3_3d_agents10_5;1;189;0.41
pyramid_range3_3d_agents10_2;1;11;0.24
pyramid_range3_3d_agents10_11;1;180;0.25
pyramid_range3_3d_agents10_15;1;100;0.37
pyramid_range3_3d_agents10_18;1;295;0.34
pyramid_range3_3d_agents10_12;1;57;0.26
pyramid_range3_3d_agents10_6;1;19;0.21
pyramid_range3_3d_agents10_7;1;54;0.27
pyramid_range3_3d_agents10_10;1;66;0.3
pyramid_range3_3d_agents10_0;1;68;0.26
pyramid_range3_3d_agents10_16;1;50;0.28
pyramid_range3_3d_agents10_1;1;90;0.36
