exp;success;longest_path;time
offices_range1_agents80_7;0;0;114.0
offices_range1_agents80_13;1;1047;36.62
offices_range1_agents80_6;0;0;113.47
offices_range1_agents80_5;1;581;26.96
offices_range1_agents80_1;0;0;117.86
offices_range1_agents80_19;0;0;116.59
offices_range1_agents80_12;1;2128;70.91
offices_range1_agents80_0;0;0;113.19
offices_range1_agents80_15;1;1977;68.26
offices_range1_agents80_16;0;0;118.54
offices_range1_agents80_2;1;2377;107.93
offices_range1_agents80_14;1;734;40.43
offices_range1_agents80_8;1;1411;51.04
offices_range1_agents80_18;0;0;117.69
offices_range1_agents80_17;0;0;116.91
offices_range1_agents80_11;1;948;80.09
offices_range1_agents80_3;0;0;115.73
offices_range1_agents80_10;1;576;27.15
offices_range1_agents80_9;0;0;102.81
offices_range1_agents80_4;1;1676;60.99
