exp;success;longest_path;time
offices_range1_agents50_5;1;730;7.68
offices_range1_agents50_12;1;803;8.53
offices_range1_agents50_9;1;281;3.38
offices_range1_agents50_18;1;281;2.57
offices_range1_agents50_10;1;924;11.65
offices_range1_agents50_1;1;1773;19.06
offices_range1_agents50_19;1;826;7.21
offices_range1_agents50_8;1;2598;57.15
offices_range1_agents50_0;1;1522;12.39
offices_range1_agents50_16;1;1358;21.2
offices_range1_agents50_13;1;783;4.77
offices_range1_agents50_17;1;538;5.26
offices_range1_agents50_11;1;597;6.27
offices_range1_agents50_15;1;879;10.65
offices_range1_agents50_14;1;795;6.19
offices_range1_agents50_3;1;397;6.4
offices_range1_agents50_6;1;265;2.25
offices_range1_agents50_7;1;257;1.46
offices_range1_agents50_2;1;872;11.45
offices_range1_agents50_4;1;739;8.8
