exp;success;longest_path;time
parallel_range4_agents10_15;1;64;0.09
parallel_range4_agents10_10;1;73;0.13
parallel_range4_agents10_1;1;78;0.11
parallel_range4_agents10_18;1;581;0.5
parallel_range4_agents10_9;1;269;0.28
parallel_range4_agents10_8;1;110;0.12
parallel_range4_agents10_16;1;44;0.09
parallel_range4_agents10_17;1;187;0.13
parallel_range4_agents10_14;1;56;0.13
parallel_range4_agents10_12;1;66;0.1
parallel_range4_agents10_7;1;95;0.17
parallel_range4_agents10_13;1;53;0.08
parallel_range4_agents10_11;1;204;0.2
parallel_range4_agents10_0;1;181;0.15
parallel_range4_agents10_4;1;58;0.15
parallel_range4_agents10_19;1;62;0.18
parallel_range4_agents10_6;1;161;1.65
parallel_range4_agents10_2;1;104;0.15
parallel_range4_agents10_3;1;132;0.09
parallel_range4_agents10_5;1;43;0.12
