exp;success;longest_path;time
pyramid_range3_3d_agents50_3;1;141;6.4
pyramid_range3_3d_agents50_17;1;179;7.07
pyramid_range3_3d_agents50_11;1;103;6.0
pyramid_range3_3d_agents50_13;1;106;6.73
pyramid_range3_3d_agents50_2;1;205;12.56
pyramid_range3_3d_agents50_18;1;474;19.16
pyramid_range3_3d_agents50_7;1;108;24.69
pyramid_range3_3d_agents50_0;1;227;11.51
pyramid_range3_3d_agents50_5;0;0;119.88
pyramid_range3_3d_agents50_8;0;0;119.87
pyramid_range3_3d_agents50_16;1;344;23.33
pyramid_range3_3d_agents50_15;1;206;11.79
pyramid_range3_3d_agents50_4;1;53;2.65
pyramid_range3_3d_agents50_6;1;504;25.33
pyramid_range3_3d_agents50_10;1;320;12.32
pyramid_range3_3d_agents50_19;1;181;9.59
pyramid_range3_3d_agents50_14;1;134;7.56
pyramid_range3_3d_agents50_12;1;216;12.53
pyramid_range3_3d_agents50_9;1;519;91.02
pyramid_range3_3d_agents50_1;1;210;10.29
