exp;success;longest_path;time
offices_range1_agents300_5;0;0;113.94
offices_range1_agents300_3;0;0;108.75
offices_range1_agents300_1;0;0;113.55
offices_range1_agents300_10;0;0;109.75
offices_range1_agents300_17;0;0;111.63
offices_range1_agents300_13;0;0;113.47
offices_range1_agents300_7;0;0;110.53
offices_range1_agents300_15;0;0;110.68
offices_range1_agents300_16;0;0;113.1
offices_range1_agents300_19;0;0;110.84
offices_range1_agents300_9;0;0;110.84
offices_range1_agents300_2;0;0;108.79
offices_range1_agents300_12;0;0;110.49
offices_range1_agents300_0;0;0;108.87
offices_range1_agents300_18;0;0;114.27
offices_range1_agents300_8;0;0;104.63
offices_range1_agents300_6;0;0;114.49
offices_range1_agents300_14;0;0;115.02
offices_range1_agents300_11;0;0;109.76
offices_range1_agents300_4;0;0;110.67
