exp;success;longest_path;time
pyramid_range3_3d_agents20_5;1;71;0.68
pyramid_range3_3d_agents20_16;1;98;0.81
pyramid_range3_3d_agents20_6;1;132;1.06
pyramid_range3_3d_agents20_19;1;130;1.05
pyramid_range3_3d_agents20_13;1;115;0.81
pyramid_range3_3d_agents20_11;1;239;1.3
pyramid_range3_3d_agents20_4;1;226;1.37
pyramid_range3_3d_agents20_2;1;157;0.7
pyramid_range3_3d_agents20_17;1;50;0.53
pyramid_range3_3d_agents20_1;1;139;1.02
pyramid_range3_3d_agents20_9;1;131;0.81
pyramid_range3_3d_agents20_0;1;67;0.57
pyramid_range3_3d_agents20_10;1;55;0.52
pyramid_range3_3d_agents20_14;1;246;1.63
pyramid_range3_3d_agents20_8;1;90;5.95
pyramid_range3_3d_agents20_15;1;101;0.84
pyramid_range3_3d_agents20_18;1;98;0.77
pyramid_range3_3d_agents20_3;1;31;0.45
pyramid_range3_3d_agents20_12;1;620;7.16
pyramid_range3_3d_agents20_7;1;2414;51.35
