exp;success;longest_path;time
parallel_range4_agents20_14;1;252;0.22
parallel_range4_agents20_1;1;3198;5.35
parallel_range4_agents20_12;1;45;0.11
parallel_range4_agents20_7;1;66;0.2
parallel_range4_agents20_0;1;114;0.13
parallel_range4_agents20_19;1;56;0.12
parallel_range4_agents20_17;1;172;0.17
parallel_range4_agents20_3;1;170;0.18
parallel_range4_agents20_4;1;101;0.15
parallel_range4_agents20_15;1;101;0.17
parallel_range4_agents20_16;1;69;0.19
parallel_range4_agents20_9;1;224;0.68
parallel_range4_agents20_5;1;1436;2.51
parallel_range4_agents20_13;1;26;0.1
parallel_range4_agents20_11;1;132;0.15
parallel_range4_agents20_6;1;214;0.2
parallel_range4_agents20_2;1;56;0.11
parallel_range4_agents20_8;1;105;0.13
parallel_range4_agents20_18;1;130;0.15
parallel_range4_agents20_10;1;105;0.15
