exp;success;longest_path;time
parallel_range4_agents175_0;1;1922;59.09
parallel_range4_agents175_13;1;1338;34.14
parallel_range4_agents175_12;1;2627;52.96
parallel_range4_agents175_5;1;1152;105.06
parallel_range4_agents175_9;1;757;18.31
parallel_range4_agents175_6;1;4414;90.19
parallel_range4_agents175_15;0;0;119.31
parallel_range4_agents175_19;0;0;119.47
parallel_range4_agents175_18;1;1377;45.89
parallel_range4_agents175_4;1;722;41.72
parallel_range4_agents175_10;1;1667;40.38
parallel_range4_agents175_7;1;2449;84.44
parallel_range4_agents175_1;1;1403;33.6
parallel_range4_agents175_16;1;1614;49.16
parallel_range4_agents175_3;0;0;119.43
parallel_range4_agents175_17;1;1910;65.47
parallel_range4_agents175_8;1;403;9.49
parallel_range4_agents175_2;1;1519;43.37
parallel_range4_agents175_14;0;0;119.11
parallel_range4_agents175_11;0;0;119.64
