exp;success;longest_path;time
small_obstacles_range3_3d_agents275_2;0;0;111.16
small_obstacles_range3_3d_agents275_8;0;0;113.17
small_obstacles_range3_3d_agents275_0;0;0;113.53
small_obstacles_range3_3d_agents275_9;0;0;111.52
small_obstacles_range3_3d_agents275_6;0;0;114.46
small_obstacles_range3_3d_agents275_12;0;0;113.78
small_obstacles_range3_3d_agents275_14;0;0;112.65
small_obstacles_range3_3d_agents275_4;0;0;114.05
small_obstacles_range3_3d_agents275_7;0;0;112.45
small_obstacles_range3_3d_agents275_16;0;0;109.31
small_obstacles_range3_3d_agents275_11;0;0;114.47
small_obstacles_range3_3d_agents275_1;0;0;111.36
small_obstacles_range3_3d_agents275_3;0;0;111.93
small_obstacles_range3_3d_agents275_5;0;0;111.74
small_obstacles_range3_3d_agents275_13;0;0;110.27
small_obstacles_range3_3d_agents275_18;0;0;113.45
small_obstacles_range3_3d_agents275_10;0;0;113.28
small_obstacles_range3_3d_agents275_15;0;0;111.75
small_obstacles_range3_3d_agents275_17;1;280;62.3
small_obstacles_range3_3d_agents275_19;0;0;111.9
