exp;success;longest_path;time
parallel_range4_agents80_16;0;0;119.79
parallel_range4_agents80_12;1;255;1.38
parallel_range4_agents80_18;1;381;2.22
parallel_range4_agents80_3;1;748;4.87
parallel_range4_agents80_8;1;332;3.17
parallel_range4_agents80_15;1;3865;27.69
parallel_range4_agents80_1;1;803;8.62
parallel_range4_agents80_4;1;665;12.25
parallel_range4_agents80_19;1;6260;58.47
parallel_range4_agents80_17;1;446;2.65
parallel_range4_agents80_2;1;524;3.23
parallel_range4_agents80_5;1;291;1.57
parallel_range4_agents80_14;1;7903;84.57
parallel_range4_agents80_6;0;0;119.75
parallel_range4_agents80_0;1;3331;26.23
parallel_range4_agents80_13;1;1858;51.65
parallel_range4_agents80_7;1;801;9.35
parallel_range4_agents80_9;1;254;2.64
parallel_range4_agents80_10;1;493;2.41
parallel_range4_agents80_11;1;811;4.8
