exp;success;longest_path;time
small_obstacles_range3_3d_agents20_9;1;207;4.46
small_obstacles_range3_3d_agents20_6;1;80;4.26
small_obstacles_range3_3d_agents20_17;1;103;4.25
small_obstacles_range3_3d_agents20_13;1;378;4.81
small_obstacles_range3_3d_agents20_5;1;191;4.7
small_obstacles_range3_3d_agents20_14;1;366;4.63
small_obstacles_range3_3d_agents20_19;1;62;4.2
small_obstacles_range3_3d_agents20_18;1;66;4.23
small_obstacles_range3_3d_agents20_10;1;408;4.96
small_obstacles_range3_3d_agents20_1;1;499;4.58
small_obstacles_range3_3d_agents20_16;1;216;4.66
small_obstacles_range3_3d_agents20_15;1;132;4.47
small_obstacles_range3_3d_agents20_8;1;96;4.26
small_obstacles_range3_3d_agents20_0;1;280;5.27
small_obstacles_range3_3d_agents20_4;1;282;4.64
small_obstacles_range3_3d_agents20_2;1;257;4.74
small_obstacles_range3_3d_agents20_12;1;446;4.81
small_obstacles_range3_3d_agents20_7;1;220;4.68
small_obstacles_range3_3d_agents20_11;1;5475;34.45
small_obstacles_range3_3d_agents20_3;1;59;4.26
