exp;success;longest_path;time
offices_range1_agents60_7;1;769;9.27
offices_range1_agents60_6;1;553;1.74
offices_range1_agents60_5;1;314;1.42
offices_range1_agents60_11;1;262;1.57
offices_range1_agents60_8;1;304;1.58
offices_range1_agents60_4;1;770;4.41
offices_range1_agents60_2;1;232;0.82
offices_range1_agents60_14;1;708;5.07
offices_range1_agents60_0;1;430;2.23
offices_range1_agents60_13;1;618;3.72
offices_range1_agents60_16;1;324;1.36
offices_range1_agents60_3;1;427;2.25
offices_range1_agents60_17;1;891;8.73
offices_range1_agents60_10;1;171;1.16
offices_range1_agents60_9;1;488;2.31
offices_range1_agents60_19;1;231;1.08
offices_range1_agents60_1;1;289;1.45
offices_range1_agents60_12;1;288;1.53
offices_range1_agents60_18;1;720;2.15
offices_range1_agents60_15;1;343;1.17
