exp;success;longest_path;time
pyramid_range3_3d_agents30_16;1;111;0.43
pyramid_range3_3d_agents30_9;1;204;0.58
pyramid_range3_3d_agents30_14;1;244;0.78
pyramid_range3_3d_agents30_6;1;239;0.99
pyramid_range3_3d_agents30_0;1;286;0.54
pyramid_range3_3d_agents30_4;1;367;0.95
pyramid_range3_3d_agents30_15;1;210;0.66
pyramid_range3_3d_agents30_8;1;392;1.47
pyramid_range3_3d_agents30_17;1;110;0.54
pyramid_range3_3d_agents30_1;1;376;0.94
pyramid_range3_3d_agents30_12;1;145;0.52
pyramid_range3_3d_agents30_7;1;125;0.62
pyramid_range3_3d_agents30_13;1;513;1.54
pyramid_range3_3d_agents30_2;1;212;0.75
pyramid_range3_3d_agents30_10;1;6098;26.38
pyramid_range3_3d_agents30_11;1;210;0.46
pyramid_range3_3d_agents30_18;1;87;0.44
pyramid_range3_3d_agents30_3;1;228;1.17
pyramid_range3_3d_agents30_19;1;511;1.37
pyramid_range3_3d_agents30_5;1;236;0.91
