exp;success;longest_path;time
pyramid_range3_3d_agents200_4;1;239;9.64
pyramid_range3_3d_agents200_7;1;341;32.65
pyramid_range3_3d_agents200_8;1;505;25.98
pyramid_range3_3d_agents200_17;1;997;44.91
pyramid_range3_3d_agents200_1;0;0;119.34
pyramid_range3_3d_agents200_3;0;0;119.31
pyramid_range3_3d_agents200_12;1;155;6.73
pyramid_range3_3d_agents200_14;1;1013;43.49
pyramid_range3_3d_agents200_10;1;694;67.42
pyramid_range3_3d_agents200_0;1;450;16.3
pyramid_range3_3d_agents200_16;1;335;13.36
pyramid_range3_3d_agents200_6;0;0;119.66
pyramid_range3_3d_agents200_13;0;0;119.45
pyramid_range3_3d_agents200_18;1;819;20.94
pyramid_range3_3d_agents200_9;1;459;16.64
pyramid_range3_3d_agents200_5;0;0;119.4
pyramid_range3_3d_agents200_11;1;511;16.91
pyramid_range3_3d_agents200_15;0;0;119.58
pyramid_range3_3d_agents200_19;1;199;10.28
pyramid_range3_3d_agents200_2;0;0;119.44
