exp;success;longest_path;time
parallel_range4_agents250_5;0;0;118.37
parallel_range4_agents250_10;0;0;119.1
parallel_range4_agents250_14;0;0;118.86
parallel_range4_agents250_19;0;0;119.07
parallel_range4_agents250_12;0;0;119.33
parallel_range4_agents250_1;0;0;118.55
parallel_range4_agents250_4;0;0;118.89
parallel_range4_agents250_13;0;0;118.95
parallel_range4_agents250_6;1;1169;72.84
parallel_range4_agents250_0;0;0;118.89
parallel_range4_agents250_11;0;0;119.32
parallel_range4_agents250_7;0;0;119.02
parallel_range4_agents250_17;1;818;43.31
parallel_range4_agents250_8;0;0;119.09
parallel_range4_agents250_9;0;0;118.26
parallel_range4_agents250_18;0;0;119.25
parallel_range4_agents250_2;0;0;118.62
parallel_range4_agents250_15;0;0;119.35
parallel_range4_agents250_3;0;0;119.09
parallel_range4_agents250_16;0;0;119.19
