exp;success;longest_path;time
pyramid_range3_3d_agents50_3;1;303;1.56
pyramid_range3_3d_agents50_17;1;265;1.31
pyramid_range3_3d_agents50_11;1;103;0.84
pyramid_range3_3d_agents50_13;1;88;0.83
pyramid_range3_3d_agents50_2;1;529;4.18
pyramid_range3_3d_agents50_18;1;446;1.2
pyramid_range3_3d_agents50_7;1;4348;52.75
pyramid_range3_3d_agents50_0;1;54;0.58
pyramid_range3_3d_agents50_5;1;529;17.53
pyramid_range3_3d_agents50_8;1;515;6.13
pyramid_range3_3d_agents50_16;1;381;1.42
pyramid_range3_3d_agents50_15;1;168;1.26
pyramid_range3_3d_agents50_4;1;53;0.53
pyramid_range3_3d_agents50_6;1;504;1.76
pyramid_range3_3d_agents50_10;1;107;0.84
pyramid_range3_3d_agents50_19;1;412;1.68
pyramid_range3_3d_agents50_14;1;291;1.71
pyramid_range3_3d_agents50_12;1;172;1.33
pyramid_range3_3d_agents50_9;1;522;7.69
pyramid_range3_3d_agents50_1;1;359;2.06
